id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,year,month,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,price_per_sqft,total_sqft,age,is_renovated
9297300055,650000.0,4,3.0,2950,5000,2.0,0,3,3,9,2015,1,1980,970,1979,0,47.5714,-122.375,220.33898305084745,7950,36,0
1875500060,395000.0,3,2.0,1890,14040,2.0,0,0,3,7,2014,7,1890,0,1994,0,47.7277,-121.962,208.994708994709,15930,20,0
6865200140,485000.0,4,1.0,1600,4300,1.5,0,0,4,7,2014,5,1600,0,1916,0,47.6648,-122.343,303.125,5900,98,0
16000397,189000.0,2,1.0,1200,9850,1.0,0,0,4,7,2014,12,1200,0,1921,0,47.3089,-122.21,157.5,11050,93,0
7983200060,230000.0,3,1.0,1250,9774,1.0,0,0,4,7,2015,4,1250,0,1969,0,47.3343,-122.306,184.0,11024,46,0
6300500875,385000.0,4,1.75,1620,4980,1.0,0,0,4,7,2014,5,860,760,1947,0,47.7025,-122.341,237.65432098765433,6600,67,0
7137970340,285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2014,7,2270,0,1995,0,47.3266,-122.169,125.55066079295155,8570,19,0
8091400200,252700.0,2,1.5,1070,9643,1.0,0,0,3,7,2014,5,1070,0,1985,0,47.3533,-122.166,236.16822429906543,10713,29,0
3814700200,329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2014,11,2450,0,1985,0,47.3739,-122.172,134.28571428571428,8950,29,0
1202000200,233000.0,3,2.0,1710,4697,1.5,0,0,5,6,2014,11,1710,0,1941,0,47.3048,-122.218,136.25730994152048,6407,73,0
1794500383,937000.0,3,1.75,2450,2691,2.0,0,0,3,8,2014,6,1750,700,1915,0,47.6386,-122.36,382.44897959183675,5141,99,0
3303700376,667000.0,3,1.0,1400,1581,1.5,0,0,5,8,2014,12,1400,0,1909,0,47.6221,-122.314,476.42857142857144,2981,105,0
5101402488,438000.0,3,1.75,1520,6380,1.0,0,0,3,7,2014,6,790,730,1948,0,47.695,-122.304,288.1578947368421,7900,66,0
1873100390,719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2015,3,2570,0,2005,0,47.7073,-122.11,279.76653696498056,9743,10,0
8562750320,580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2014,11,2320,0,2003,0,47.5391,-122.07,250.2155172413793,6300,11,0
2426039314,280000.0,2,1.5,1190,1265,3.0,0,0,3,7,2014,12,1190,0,2005,0,47.7274,-122.357,235.2941176470588,2455,9,0
461000390,687500.0,4,1.75,2330,5000,1.5,0,0,4,7,2014,6,1510,820,1929,0,47.6823,-122.368,295.06437768240346,7330,85,0
7589200193,535000.0,3,1.0,1090,3000,1.5,0,0,4,8,2014,11,1090,0,1929,0,47.6889,-122.375,490.8256880733945,4090,85,0
7955080270,322500.0,4,2.75,2060,6659,1.0,0,0,3,7,2014,12,1280,780,1981,0,47.4276,-122.157,156.55339805825244,8719,33,0
9547205180,696000.0,3,2.5,2300,3060,1.5,0,0,3,8,2014,6,1510,790,1930,2002,47.6827,-122.31,302.60869565217394,5360,84,1
9435300030,550000.0,4,1.0,1660,34848,1.0,0,0,1,5,2014,5,930,730,1933,0,47.6621,-122.132,331.32530120481925,36508,81,0
2768000400,640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2014,12,2360,0,1904,0,47.6702,-122.362,271.1864406779661,8360,110,0
7895500070,240000.0,4,1.0,1220,8075,1.0,0,0,2,7,2015,2,890,330,1969,0,47.3341,-122.282,196.72131147540983,9295,46,0
2078500320,605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2014,6,2620,0,1996,0,47.5301,-122.18,230.91603053435114,10173,18,0
5547700270,625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2014,7,2570,0,2000,0,47.6145,-122.027,243.19066147859922,8090,14,0
7766200013,775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2014,8,2600,1620,1984,0,47.445,-122.347,183.64928909952607,28406,30,0
7203220400,861990.0,5,2.75,3595,5639,2.0,0,0,3,9,2014,7,3595,0,2014,0,47.6848,-122.016,239.77468706536857,9234,0,0
9270200160,685000.0,3,1.0,1570,2280,2.0,0,0,3,7,2014,10,1570,0,1922,0,47.6413,-122.364,436.30573248407643,3850,92,0
1432701230,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,2014,7,920,360,1959,0,47.4485,-122.175,241.40625,10936,55,0
8035350320,488000.0,3,2.5,3160,13603,2.0,0,0,3,8,2014,7,3160,0,2003,0,47.7443,-121.977,154.43037974683546,16763,11,0
8945200830,210490.0,3,1.0,990,8528,1.0,0,0,3,6,2015,3,990,0,1966,0,47.3066,-122.371,212.6161616161616,9518,49,0
4178300310,785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2014,7,2290,0,1981,0,47.6194,-122.151,342.7947598253275,15706,33,0
9215400105,450000.0,3,1.75,1250,5963,1.0,0,0,4,7,2015,4,1250,0,1953,0,47.6796,-122.301,360.0,7213,62,0
822039084,1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2015,3,2165,588,1953,0,47.4041,-122.451,490.37413730475845,67758,62,0
5245600105,228000.0,3,1.0,1190,9199,1.0,0,0,3,7,2014,9,1190,0,1955,0,47.4258,-122.322,191.5966386554622,10389,59,0
7231300125,345000.0,5,2.5,3150,9134,1.0,0,0,4,8,2015,2,1640,1510,1966,0,47.4934,-122.189,109.52380952380952,12284,49,0
7518505990,600000.0,3,1.75,1410,4080,1.0,0,0,4,7,2014,12,1000,410,1950,0,47.6808,-122.384,425.531914893617,5490,64,0
3626039271,585000.0,2,1.75,1980,8550,1.0,0,0,3,7,2015,2,990,990,1981,0,47.6989,-122.369,295.45454545454544,10530,34,0
4217401195,920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2015,3,2130,600,1927,0,47.6571,-122.281,336.996336996337,8730,88,0
9822700295,885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2014,5,2830,0,1995,0,47.6597,-122.29,312.7208480565371,7830,19,0
9478500640,292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2014,8,2250,0,2008,0,47.3663,-122.114,130.0,6745,6,0
2799800710,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2015,4,2420,0,2003,0,47.3663,-122.122,124.3801652892562,7170,12,0
7922800400,951000.0,5,3.25,3250,14342,2.0,0,4,4,8,2014,8,3250,0,1968,0,47.588,-122.116,292.61538461538464,17592,46,0
8079040320,430000.0,4,3.0,1850,9976,2.0,0,0,3,8,2015,2,1850,0,1991,0,47.5059,-122.149,232.43243243243242,11826,24,0
1516000055,650000.0,3,2.25,2150,21235,1.0,0,3,4,8,2014,12,1590,560,1959,0,47.4336,-122.339,302.3255813953488,23385,55,0
9558200045,289000.0,3,1.75,1260,8400,1.0,0,0,3,7,2014,8,1260,0,1954,0,47.4366,-122.335,229.36507936507937,9660,60,0
5072410070,505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2014,10,2519,0,1973,0,47.4428,-122.344,200.47637951568083,11209,41,0
9528102996,549000.0,3,1.75,1540,1044,3.0,0,0,3,8,2014,12,1540,0,2014,0,47.6765,-122.32,356.4935064935065,2584,0,0
1189001180,425000.0,3,2.25,1660,6000,1.0,0,0,3,7,2014,6,1110,550,1979,0,47.6113,-122.297,256.0240963855422,7660,35,0
3253500160,317625.0,3,2.75,2770,3809,1.5,0,0,5,7,2014,11,1770,1000,1925,0,47.5747,-122.304,114.66606498194946,6579,89,0
3394100030,975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2014,9,2720,0,1989,0,47.5815,-122.192,358.45588235294116,13769,25,0
3717000160,287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2014,10,2240,0,2005,0,47.3378,-122.257,128.125,6888,9,0
1274500060,204000.0,3,1.0,1000,12070,1.0,0,0,4,7,2014,8,1000,0,1968,0,47.3621,-122.11,204.0,13070,46,0
1802000060,1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,2014,6,1600,1600,1965,0,47.6303,-122.215,414.0625,23358,49,0
1049000060,325000.0,3,2.0,1260,5612,1.0,0,0,4,7,2015,1,1260,0,1972,0,47.7362,-122.179,257.93650793650795,6872,43,0
8820901275,571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2014,6,2250,500,1916,0,47.7168,-122.287,207.63636363636363,10557,98,0
5416510140,360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2014,7,2380,0,2005,0,47.3608,-122.036,151.26050420168067,7380,9,0
3444100400,349000.0,3,1.75,1790,50529,1.0,0,0,5,7,2015,3,1090,700,1965,0,47.3511,-122.073,194.97206703910615,52319,50,0
3276920270,832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2014,11,2390,1040,1986,0,47.5822,-121.987,242.71137026239066,38532,28,0
4036801170,380000.0,4,1.75,1760,7300,1.0,0,0,3,7,2014,10,880,880,1956,0,47.6034,-122.125,215.9090909090909,9060,58,0
2391600320,480000.0,3,1.0,1040,5060,1.0,0,0,3,7,2015,4,1040,0,1941,0,47.5636,-122.394,461.53846153846155,6100,74,0
6300000287,410000.0,3,1.0,1410,5060,1.0,0,0,4,7,2014,6,910,500,1956,0,47.7073,-122.34,290.78014184397165,6470,58,0
1531000030,720000.0,4,2.5,3450,39683,2.0,0,0,3,10,2015,3,3450,0,2002,0,47.342,-122.025,208.69565217391303,43133,13,0
5104520400,390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2014,12,2350,0,2003,0,47.3512,-122.008,165.95744680851064,7450,11,0
7437100340,360000.0,4,2.5,1900,5889,2.0,0,0,3,7,2014,12,1900,0,1992,0,47.349,-122.031,189.47368421052633,7789,22,0
9418400240,355000.0,2,1.0,2020,6720,1.0,0,0,3,7,2014,10,1010,1010,1948,0,47.5474,-122.291,175.74257425742573,8740,66,0
1523059105,356000.0,3,1.5,1680,8712,1.0,0,0,3,8,2015,1,1680,0,1964,0,47.4811,-122.149,211.9047619047619,10392,51,0
1133000671,315000.0,3,1.0,960,6634,1.0,0,0,3,6,2014,6,960,0,1952,0,47.7264,-122.31,328.125,7594,62,0
4232902595,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,2014,11,1900,240,1925,0,47.6337,-122.365,439.25233644859816,5740,89,0
2599001200,305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2014,11,2660,0,1961,0,47.2909,-122.189,114.66165413533835,11060,53,0
3342103156,461000.0,3,3.25,2770,6278,2.0,0,0,3,9,2014,6,1980,790,2006,0,47.5228,-122.199,166.4259927797834,9048,8,0
1332700270,215000.0,2,2.25,1610,2040,2.0,0,0,4,7,2014,5,1610,0,1979,0,47.518,-122.194,133.54037267080744,3650,35,0
3869900162,335000.0,2,1.75,1030,1066,2.0,0,0,3,7,2014,9,765,265,2006,0,47.5394,-122.387,325.24271844660194,2096,8,0
2791500270,243500.0,4,2.5,1980,7403,2.0,0,0,3,7,2014,5,1980,0,1988,0,47.2897,-122.372,122.97979797979798,9383,26,0
5036300431,1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,2015,3,3520,0,2001,0,47.6506,-122.391,312.46590909090907,9873,14,0
6021501535,430000.0,3,1.5,1580,5000,1.0,0,0,3,8,2014,7,1290,290,1939,0,47.687,-122.386,272.1518987341772,6580,75,0
6021501535,700000.0,3,1.5,1580,5000,1.0,0,0,3,8,2014,12,1290,290,1939,0,47.687,-122.386,443.0379746835443,6580,75,0
1483300570,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2014,9,2390,910,1946,1991,47.5873,-122.249,274.24242424242425,13550,68,1
3422049190,247500.0,3,1.75,1960,15681,1.0,0,0,3,7,2015,3,1960,0,1967,0,47.3576,-122.277,126.27551020408163,17641,48,0
1099611230,199000.0,4,1.5,1160,6400,1.0,0,0,4,7,2014,9,1160,0,1975,0,47.3036,-122.378,171.55172413793105,7560,39,0
722079104,314000.0,3,1.75,1810,41800,1.0,0,0,5,7,2014,7,1210,600,1980,0,47.4109,-121.958,173.48066298342542,43610,34,0
7338200240,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2014,5,2320,0,1992,0,47.4838,-121.714,188.57758620689654,39167,22,0
1952200240,850830.0,3,2.5,2070,13241,1.5,0,0,5,9,2014,6,1270,800,1910,0,47.6415,-122.315,411.0289855072464,15311,104,0
5200100125,555000.0,3,2.0,1980,3478,1.5,0,0,4,7,2014,10,1440,540,1929,0,47.6775,-122.372,280.3030303030303,5458,85,0
7214720075,699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2014,12,2190,0,1983,0,47.7731,-122.08,319.61187214611874,109783,31,0
2450000295,1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2014,10,2920,0,1950,2010,47.5814,-122.196,372.6027397260274,11033,64,1
6197800045,290000.0,3,1.0,1210,33919,1.0,0,0,3,7,2014,9,1210,0,1954,0,47.4375,-122.184,239.6694214876033,35129,60,0
1328310370,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,2015,4,1460,880,1978,0,47.4431,-122.133,160.25641025641025,12345,37,0
546000875,460000.0,3,1.0,1670,4005,1.5,0,0,4,7,2014,5,1170,500,1939,0,47.6878,-122.38,275.4491017964072,5675,75,0
3530510041,188500.0,2,1.75,1240,2493,1.0,0,0,4,8,2014,7,1240,0,1985,0,47.3813,-122.322,152.01612903225808,3733,29,0
1853000400,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,2015,3,3140,0,1991,0,47.7304,-122.082,216.56050955414014,31177,24,0
3134100116,470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2014,8,2030,0,1942,0,47.6417,-122.109,231.5270935960591,14372,72,0
9545230140,597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2014,7,2310,0,1984,0,47.5386,-122.053,258.76623376623377,11934,30,0
3362400511,570000.0,3,1.75,1260,3328,1.0,0,0,5,6,2015,3,700,560,1905,0,47.6823,-122.349,452.3809523809524,4588,110,0
2525310310,272500.0,3,1.75,1540,12600,1.0,0,0,4,7,2014,9,1160,380,1980,0,47.3624,-122.031,176.94805194805195,14140,34,0
6126500060,329950.0,3,1.75,2080,5969,1.0,0,2,3,7,2014,11,1080,1000,1971,0,47.5474,-122.295,158.62980769230768,8049,43,0
8961960160,480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2014,10,2520,710,2001,0,47.3183,-122.253,148.60681114551085,19401,13,0
3626039325,740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2014,11,2780,1600,1900,1999,47.6981,-122.368,169.06392694063928,10730,114,1
3362400431,518500.0,3,3.5,1590,1102,3.0,0,0,3,8,2014,6,1590,0,2010,0,47.6824,-122.347,326.1006289308176,2692,4,0
4060000240,205425.0,2,1.0,880,6780,1.0,0,0,4,6,2014,6,880,0,1945,0,47.5009,-122.248,233.4375,7660,69,0
3454800060,171800.0,4,2.0,1570,9600,1.0,0,0,3,6,2015,1,1570,0,1950,0,47.4965,-122.303,109.4267515923567,11170,65,0
1695900060,535000.0,4,1.0,1610,2982,1.5,0,0,4,7,2015,5,1610,0,1925,0,47.587,-122.294,332.29813664596276,4592,90,0
7278700070,660000.0,3,2.5,2400,6474,1.0,0,2,3,8,2015,1,1560,840,1964,0,47.7728,-122.386,275.0,8874,51,0
6675500070,391500.0,3,2.0,1450,9132,1.0,0,0,3,7,2014,11,1450,0,1987,0,47.7288,-122.226,270.0,10582,27,0
3626039187,395000.0,2,1.0,770,6000,1.0,0,0,3,6,2015,4,770,0,1953,0,47.6999,-122.364,512.987012987013,6770,62,0
3524049083,445000.0,4,1.75,2100,4400,1.5,0,0,5,7,2014,11,1720,380,1924,0,47.5299,-122.266,211.9047619047619,6500,90,0
3275860240,770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2014,6,2910,0,1990,0,47.6897,-122.098,264.6048109965636,13114,24,0
4389200955,1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,2015,3,1980,770,1914,1992,47.6141,-122.212,527.2727272727273,20539,101,1
4058801670,445000.0,3,2.25,2100,8201,1.0,0,2,3,8,2014,7,1620,480,1967,0,47.5091,-122.244,211.9047619047619,10301,47,0
8732020310,260000.0,4,2.25,2160,8811,1.0,0,0,3,8,2014,7,1360,800,1978,0,47.3129,-122.39,120.37037037037037,10971,36,0
2331300505,822500.0,5,3.5,2320,4960,2.0,0,0,5,7,2014,6,1720,600,1926,0,47.6763,-122.352,354.5258620689655,7280,88,0
7853210060,430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2015,4,2070,0,2004,0,47.5319,-121.85,207.72946859903382,6380,11,0
3668000070,212000.0,3,1.75,1060,7875,1.0,0,0,4,7,2015,1,1060,0,1986,0,47.2761,-122.152,200.0,8935,29,0
9545240070,660500.0,4,2.25,2010,9603,1.0,0,0,3,8,2015,4,1440,570,1986,0,47.5343,-122.054,328.60696517412936,11613,29,0
1243100136,784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2014,6,2460,1490,1989,0,47.697,-122.072,198.48101265822785,115028,25,0
8929000270,453246.0,3,2.5,2010,2287,2.0,0,0,3,8,2014,5,1390,620,2014,0,47.5517,-121.998,225.4955223880597,4297,0,0
2767602356,675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2015,1,2140,0,2005,0,47.6734,-122.38,315.42056074766356,4418,10,0
921049315,199000.0,3,1.75,1320,17390,1.0,0,0,4,7,2014,8,1320,0,1956,0,47.3257,-122.296,150.75757575757575,18710,58,0
3655000070,220000.0,4,1.75,2020,7840,1.0,0,0,3,7,2014,8,1010,1010,1968,0,47.3309,-122.299,108.91089108910892,9860,46,0
4027700812,452000.0,4,2.25,2590,10002,1.0,0,0,4,8,2014,5,1340,1250,1968,0,47.7689,-122.266,174.51737451737452,12592,46,0
3992700335,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,2014,7,1190,0,1981,0,47.7135,-122.287,321.42857142857144,5630,33,0
2767603505,519950.0,3,2.25,1170,1249,3.0,0,0,3,8,2014,5,1170,0,2014,0,47.6722,-122.381,444.4017094017094,2419,0,0
4232901525,665000.0,2,1.0,1110,3200,1.0,0,0,3,7,2014,6,1110,0,1925,0,47.6338,-122.358,599.0990990990991,4310,89,0
1777500060,527700.0,5,2.5,2820,9375,1.0,0,0,4,8,2014,7,1550,1270,1968,0,47.5707,-122.128,187.12765957446808,12195,46,0
1432900240,205000.0,3,1.0,1610,8579,1.0,0,0,4,7,2015,5,1010,600,1962,0,47.4563,-122.171,127.32919254658385,10189,53,0
6140100875,420000.0,3,1.0,1060,8097,1.0,0,0,4,7,2015,4,940,120,1923,0,47.7144,-122.351,396.22641509433964,9157,92,0
6071600370,500000.0,4,2.25,2030,8517,1.0,0,0,4,8,2015,2,1380,650,1961,0,47.5495,-122.174,246.30541871921181,10547,54,0
809001525,890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2014,6,2370,180,1905,0,47.6354,-122.353,349.01960784313724,6550,109,0
3224079105,430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2014,8,2420,0,2007,0,47.5262,-121.943,177.68595041322314,63404,7,0
8075400570,258000.0,5,2.0,2260,12500,1.0,0,0,4,8,2014,10,1130,1130,1960,0,47.3887,-122.286,114.15929203539822,14760,54,0
1994200024,511000.0,3,1.0,1430,3455,1.0,0,0,3,7,2014,11,980,450,1947,0,47.6873,-122.336,357.34265734265733,4885,67,0
3362900810,532170.0,3,2.0,1360,3090,2.0,0,0,3,8,2014,8,1360,0,1990,0,47.6838,-122.353,391.3014705882353,4450,24,0
1324300398,560000.0,3,1.0,1110,5000,1.5,0,0,3,7,2015,4,1110,0,1947,0,47.655,-122.359,504.5045045045045,6110,68,0
537000445,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,2015,3,1250,0,1954,0,47.3255,-122.304,226.36,9450,61,0
8960000030,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,2014,7,1180,0,1967,0,47.4479,-122.176,182.20338983050848,8849,47,0
6388930390,650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2014,11,2500,1460,1996,0,47.525,-122.172,164.14141414141415,29205,18,0
8731900200,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,2014,8,1620,1020,1967,0,47.3135,-122.369,121.21212121212122,10140,47,0
8029200135,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,2014,11,1270,0,1916,2013,47.2086,-121.996,194.48818897637796,8468,98,1
1081200350,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,2014,10,1760,0,1968,0,47.4715,-122.118,181.8181818181818,12940,46,0
84000105,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,2014,5,1030,1030,1962,0,47.4877,-122.335,123.7864077669903,10692,52,0
3756500060,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,2015,3,1780,0,1962,0,47.7171,-122.193,246.06741573033707,11440,53,0
7215720160,900000.0,3,2.5,3400,16603,2.0,0,0,3,10,2015,3,3400,0,2000,0,47.6012,-122.023,264.70588235294116,20003,15,0
3574800520,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,2014,6,1160,750,1979,0,47.7319,-122.224,230.89005235602093,9190,35,0
2617300160,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,2014,8,1010,1010,1975,0,47.4582,-122.023,207.92079207920793,40352,39,0
2558660270,370000.0,3,1.75,1580,7000,1.0,0,0,3,7,2014,12,1180,400,1976,0,47.7209,-122.168,234.1772151898734,8580,38,0
2009000370,269950.0,2,1.75,1340,7250,1.0,0,0,5,5,2015,2,700,640,1949,0,47.408,-122.327,201.455223880597,8590,66,0
1836980160,807100.0,4,2.5,2680,4499,2.0,0,0,3,9,2015,3,2680,0,1999,0,47.565,-122.125,301.15671641791045,7179,16,0
3261020370,653000.0,3,2.5,2680,9750,1.0,0,0,4,8,2014,6,1610,1070,1979,0,47.7028,-122.231,243.65671641791045,12430,35,0
1755700060,371500.0,3,2.0,1370,8336,1.0,0,0,5,7,2014,6,1370,0,1964,0,47.7458,-122.331,271.1678832116788,9706,50,0
4330600435,284000.0,3,1.75,1560,21000,1.0,0,0,3,7,2015,3,1560,0,1954,0,47.4776,-122.337,182.05128205128204,22560,61,0
9542800700,272000.0,3,1.75,2160,7140,1.0,0,0,4,7,2015,1,1670,490,1978,0,47.3026,-122.374,125.92592592592592,9300,37,0
1999700045,313000.0,3,1.5,1340,7912,1.5,0,0,3,7,2014,5,1340,0,1955,0,47.7658,-122.339,233.5820895522388,9252,59,0
1762600070,917500.0,4,2.5,3880,35003,2.0,0,0,3,10,2015,1,2570,1310,1984,0,47.6477,-122.182,236.46907216494844,38883,31,0
1687900520,673000.0,4,2.25,2590,8190,2.0,0,0,4,8,2014,9,2590,0,1980,0,47.5619,-122.125,259.8455598455598,10780,34,0
7234600798,425000.0,3,2.5,1120,1100,2.0,0,0,3,8,2015,2,820,300,2008,0,47.6106,-122.31,379.4642857142857,2220,7,0
3881900445,399950.0,5,2.75,1970,5400,1.0,0,0,3,7,2014,7,1320,650,1986,0,47.5868,-122.308,203.0203045685279,7370,28,0
2254502445,385000.0,3,1.0,1220,4800,1.0,0,0,3,6,2014,5,1220,0,1901,0,47.6101,-122.307,315.57377049180326,6020,113,0
5437810320,269950.0,3,1.5,1950,7560,1.0,0,2,4,7,2014,11,1320,630,1975,0,47.1976,-121.999,138.43589743589743,9510,39,0
9158100075,330000.0,2,1.0,1350,8220,1.0,0,0,3,7,2015,1,1060,290,1949,0,47.7224,-122.358,244.44444444444446,9570,66,0
3830630310,260000.0,3,2.5,1670,5797,2.0,0,0,3,7,2014,7,1670,0,1988,0,47.3505,-122.179,155.688622754491,7467,26,0
8123100045,470000.0,4,3.0,2380,5125,1.5,0,0,4,7,2015,4,1680,700,1925,0,47.5384,-122.376,197.47899159663865,7505,90,0
3127200041,589000.0,4,3.0,2440,9600,2.0,0,0,5,7,2014,6,2440,0,1961,0,47.7044,-122.2,241.39344262295083,12040,53,0
6661200320,163500.0,2,1.5,1050,3419,2.0,0,0,3,7,2014,7,1050,0,1996,0,47.3848,-122.039,155.71428571428572,4469,18,0
11510310,835000.0,4,2.75,3130,13412,2.0,0,0,3,9,2014,9,2140,990,1993,0,47.6993,-122.102,266.77316293929715,16542,21,0
825059270,1095000.0,5,3.0,4090,12850,1.0,0,2,4,10,2014,11,2090,2000,1986,0,47.6627,-122.188,267.72616136919316,16940,28,0
8731951370,269000.0,4,1.75,1490,10000,1.0,0,0,4,8,2015,4,1100,390,1969,0,47.3099,-122.379,180.53691275167785,11490,46,0
1954440060,560000.0,3,2.5,1900,8744,2.0,0,0,3,8,2014,5,1900,0,1987,0,47.62,-122.043,294.7368421052632,10644,27,0
2264500350,615000.0,4,1.0,1330,2400,1.5,0,0,4,6,2015,4,1330,0,1901,0,47.65,-122.34,462.406015037594,3730,114,0
1115810060,585188.0,3,2.25,2230,10026,1.0,0,0,3,8,2014,12,1430,800,1975,0,47.6647,-122.153,262.41614349775784,12256,39,0
9477200200,305000.0,3,1.75,1650,9480,1.0,0,0,3,7,2014,8,1220,430,1977,0,47.726,-122.191,184.84848484848484,11130,37,0
1432600560,166950.0,3,1.0,1190,8820,1.0,0,0,3,6,2014,11,1190,0,1959,0,47.4616,-122.184,140.2941176470588,10010,55,0
2287000060,799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2014,9,2140,0,1959,0,47.5505,-122.219,373.3644859813084,12037,55,0
3663500060,400000.0,3,2.5,2180,7508,1.0,0,0,4,7,2014,6,1420,760,1962,0,47.7606,-122.336,183.4862385321101,9688,52,0
